,page,text,x1,y1,x2,y2,x3,y3,x4,y4,line_no,isHeader,isFooter
356,10,9,4.3976,0.52,4.4671,0.52,4.4671,0.6348,4.3976,0.6348,1.0,True,False
357,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
358,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
393,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
394,11,10,4.3688,0.52,4.51,0.52,4.51,0.6345,4.3688,0.6345,1.0,True,False
395,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
396,11,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
437,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
438,12,11,4.3688,0.52,4.4956,0.52,4.4956,0.6326,4.3688,0.6326,1.0,True,False
439,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
440,12,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
476,13,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
477,13,12,4.3688,0.52,4.509,0.52,4.509,0.6326,4.3688,0.6326,1.0,True,False
478,13,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
479,13,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
514,14,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
515,14,13,4.3688,0.52,4.5021,0.52,4.5021,0.6345,4.3688,0.6345,1.0,True,False
516,14,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
517,14,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
23,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
24,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
25,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
48,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
49,2,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
50,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
51,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
89,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
90,3,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
91,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
92,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
136,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
137,4,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
138,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
139,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9701,4.477,1.2601,3.0,True,False
178,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
179,5,5,4.399,0.5223,4.4633,0.5223,4.4633,0.6345,4.399,0.6345,1.0,True,False
180,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
181,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
215,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
216,6,6,4.3981,0.52,4.4678,0.52,4.4678,0.6345,4.3981,0.6345,1.0,True,False
217,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
218,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
251,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
252,7,7,4.3971,0.5223,4.467,0.5223,4.467,0.6348,4.3971,0.6348,1.0,True,False
253,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
254,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
291,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
292,8,8,4.4011,0.52,4.4646,0.52,4.4646,0.6345,4.4011,0.6345,1.0,True,False
293,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
294,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
327,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
328,9,9,4.3976,0.52,4.4671,0.52,4.4671,0.6348,4.3976,0.6348,1.0,True,False
329,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
330,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
366,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
367,10,10,4.3688,0.52,4.51,0.52,4.51,0.6345,4.3688,0.6345,1.0,True,False
368,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
369,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
404,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
405,11,11,4.3688,0.52,4.4956,0.52,4.4956,0.6326,4.3688,0.6326,1.0,True,False
406,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
407,11,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
441,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
442,12,12,4.3688,0.52,4.509,0.52,4.509,0.6326,4.3688,0.6326,1.0,True,False
443,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
444,12,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
26,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
27,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
28,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
50,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
51,2,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
52,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
91,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
92,3,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
93,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
128,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
129,4,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
130,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
131,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
171,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
172,5,5,4.399,0.5223,4.4633,0.5223,4.4633,0.6345,4.399,0.6345,1.0,True,False
173,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
174,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
209,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
210,6,6,4.3981,0.52,4.4678,0.52,4.4678,0.6345,4.3981,0.6345,1.0,True,False
211,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
212,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
248,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
249,7,7,4.3971,0.5223,4.467,0.5223,4.467,0.6348,4.3971,0.6348,1.0,True,False
250,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
287,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
288,8,8,4.4011,0.52,4.4646,0.52,4.4646,0.6345,4.4011,0.6345,1.0,True,False
289,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
327,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
328,9,9,4.3976,0.52,4.4671,0.52,4.4671,0.6348,4.3976,0.6348,1.0,True,False
329,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
330,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
370,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
371,10,10,4.3688,0.52,4.51,0.52,4.51,0.6345,4.3688,0.6345,1.0,True,False
372,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
373,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
410,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
411,11,11,4.3688,0.52,4.4956,0.52,4.4956,0.6326,4.3688,0.6326,1.0,True,False
412,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
413,11,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
449,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
450,12,12,4.3688,0.52,4.509,0.52,4.509,0.6326,4.3688,0.6326,1.0,True,False
451,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
452,12,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
22,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
23,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
24,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
44,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
45,2,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
46,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
47,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
80,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
81,3,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
82,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
83,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
117,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
118,4,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
119,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
120,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
152,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
153,5,5,4.399,0.5223,4.4633,0.5223,4.4633,0.6345,4.399,0.6345,1.0,True,False
154,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
155,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
190,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
191,6,6,4.3981,0.52,4.4678,0.52,4.4678,0.6345,4.3981,0.6345,1.0,True,False
192,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
193,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
228,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
229,7,7,4.3971,0.5223,4.467,0.5223,4.467,0.6348,4.3971,0.6348,1.0,True,False
230,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
231,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
267,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
268,8,8,4.4011,0.52,4.4646,0.52,4.4646,0.6345,4.4011,0.6345,1.0,True,False
269,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
270,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
36,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
37,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
38,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
62,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
63,2,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
64,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
65,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
100,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
101,3,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
102,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
103,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
140,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
141,4,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
142,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
143,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
178,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
179,5,5,4.399,0.5223,4.4633,0.5223,4.4633,0.6345,4.399,0.6345,1.0,True,False
180,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
214,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
215,6,6,4.3981,0.52,4.4678,0.52,4.4678,0.6345,4.3981,0.6345,1.0,True,False
216,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
217,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
251,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
252,7,7,4.3971,0.5223,4.467,0.5223,4.467,0.6348,4.3971,0.6348,1.0,True,False
253,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
254,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
290,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
291,8,8,4.4011,0.52,4.4646,0.52,4.4646,0.6345,4.4011,0.6345,1.0,True,False
292,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
293,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
333,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
334,9,9,4.3976,0.52,4.4671,0.52,4.4671,0.6348,4.3976,0.6348,1.0,True,False
335,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
336,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
374,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
375,10,10,4.3688,0.52,4.51,0.52,4.51,0.6345,4.3688,0.6345,1.0,True,False
376,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
377,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
415,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
416,11,11,4.3688,0.52,4.4956,0.52,4.4956,0.6326,4.3688,0.6326,1.0,True,False
417,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
456,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
457,12,12,4.3688,0.52,4.509,0.52,4.509,0.6326,4.3688,0.6326,1.0,True,False
458,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
459,12,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
505,13,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
506,13,13,4.3688,0.52,4.5021,0.52,4.5021,0.6345,4.3688,0.6345,1.0,True,False
507,13,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
508,13,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
548,14,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
549,14,14,4.3688,0.52,4.5101,0.52,4.5101,0.6326,4.3688,0.6326,1.0,True,False
550,14,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
595,15,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
596,15,15,4.3688,0.52,4.505,0.52,4.505,0.6345,4.3688,0.6345,1.0,True,False
597,15,UstLI AustLII AustLI,6.5304,0.3734,8.1805,1.0601,8.0639,1.3568,6.4238,0.6367,2.0,True,False
598,15,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
636,16,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
637,16,16,4.3688,0.52,4.5095,0.52,4.5095,0.6345,4.3688,0.6345,1.0,True,False
638,16,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
639,16,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
674,17,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
675,17,17,4.3688,0.52,4.5086,0.52,4.5086,0.6348,4.3688,0.6348,1.0,True,False
676,17,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
677,17,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
710,18,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
711,18,18,4.3688,0.52,4.5063,0.52,4.5063,0.6345,4.3688,0.6345,1.0,True,False
712,18,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
713,18,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
747,19,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
748,19,19,4.3688,0.52,4.5088,0.52,4.5088,0.6348,4.3688,0.6348,1.0,True,False
749,19,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
750,19,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
28,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
29,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
30,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
53,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
54,2,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
55,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
56,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
90,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
91,3,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
92,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
93,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
128,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
129,4,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
130,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
131,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
